id,angle
0,302.0213623046875
1,77.03707885742188
2,165.689453125
3,304.2140197753906
4,312.4665832519531
5,0.61859130859375
6,276.7478942871094
7,327.0477294921875
8,40.405426025390625
9,308.71771240234375
10,263.9569091796875
11,234.2477569580078
12,71.75466918945312
13,102.99359130859375
14,280.6455993652344
15,223.32933044433594
16,39.524017333984375
17,87.24880981445312
18,327.6002197265625
19,99.5030517578125
20,312.04791259765625
21,8.369598388671875
22,171.3643798828125
23,173.0804443359375
24,281.38616943359375
25,109.51007080078125
26,268.3233947753906
27,321.944091796875
28,285.921142578125
29,104.923095703125
30,268.3970031738281
31,213.55615234375
32,103.514404296875
33,358.0242614746094
34,231.58387756347656
35,315.5587463378906
36,290.44854736328125
37,17.985504150390625
38,46.444580078125
39,93.015380859375
40,243.3175048828125
41,288.47796630859375
42,85.26812744140625
43,86.6370849609375
44,36.17352294921875
45,341.4565124511719
46,295.143798828125
47,87.48162841796875
48,342.8346862792969
49,296.42816162109375
50,327.5414733886719
51,312.630126953125
52,315.6509704589844
53,221.25262451171875
54,78.03692626953125
55,59.026336669921875
56,67.58209228515625
57,207.7165985107422
58,323.5199890136719
59,282.01611328125
60,127.90496826171875
61,329.1976318359375
62,129.3226318359375
63,12.408477783203125
64,93.0755615234375
65,135.769775390625
66,99.75320434570312
67,93.14688110351562
68,260.65960693359375
69,33.35040283203125
70,316.37591552734375
71,111.40191650390625
72,282.1126403808594
73,326.4559326171875
74,61.341339111328125
75,305.9463806152344
76,311.0552062988281
77,220.97427368164062
78,129.598876953125
79,272.2857666015625
80,23.23858642578125
81,20.861602783203125
82,135.52532958984375
83,125.59405517578125
84,51.275909423828125
85,91.4307861328125
86,326.1998596191406
87,37.9908447265625
88,2.6666259765625
89,139.89556884765625
90,139.05648803710938
91,303.4317626953125
92,340.89166259765625
93,101.80511474609375
94,167.37371826171875
95,232.28237915039062
96,155.37384033203125
97,23.5108642578125
98,52.32464599609375
99,124.25152587890625
100,300.5208740234375
101,345.6521301269531
102,141.40167236328125
